food_name,carbs,protein,sugar
"lamb, australian, imported, fresh, leg, whole (shank and sirloin), separable lean only, trimmed to 1/8"" fat, cooked, roasted",0.0,27.31,0.0
"lamb, australian, imported, fresh, leg, whole (shank and sirloin), separable lean only, trimmed to 1/8"" fat, raw",0.0,20.46,0.0
"lamb, australian, imported, fresh, loin, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",0.0,25.49,0.0
"lamb, australian, imported, fresh, loin, separable lean and fat, trimmed to 1/8"" fat, raw",0.0,19.32,0.0
"lamb, australian, imported, fresh, loin, separable lean only, trimmed to 1/8"" fat, cooked, broiled",0.0,26.53,0.0
"lamb, australian, imported, fresh, loin, separable lean only, trimmed to 1/8"" fat, raw",0.0,21.0,0.0
"lamb, australian, imported, fresh, rack, roast, frenched, bone-in, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",0.0,25.96,0.0
"lamb, australian, imported, fresh, rack, roast, frenched, bone-in, separable lean only, trimmed to 1/8"" fat, cooked, roasted",0.0,28.01,0.0
"lamb, australian, imported, fresh, rack, roast, frenched, denuded, bone-in, separable lean and fat, trimmed to 0"" fat, cooked, roasted",0.0,25.95,0.0
"lamb, australian, imported, fresh, rack, roast, frenched, denuded, bone-in, separable lean only, trimmed to 0"" fat, cooked, roasted",0.0,26.52,0.0
"lamb, australian, imported, fresh, rib chop, frenched, bone-in, separable lean and fat, trimmed to 1/8"" fat, cooked, grilled",0.0,28.48,0.0
"lamb, australian, imported, fresh, rib chop, frenched, bone-in, separable lean only, trimmed to 1/8"" fat, cooked, grilled",0.0,32.16,0.0
"lamb, australian, imported, fresh, rib chop, frenched, denuded, bone-in, separable lean and fat, trimmed to 0"" fat, cooked, grilled",0.0,30.9,0.0
"lamb, australian, imported, fresh, rib chop, frenched, denuded, bone-in, separable lean only, trimmed to 0"" fat, cooked, grilled",0.0,33.17,0.0
"lamb, australian, imported, fresh, rib chop/rack roast, frenched, bone-in, separable lean and fat, trimmed to 1/8"" fat, raw",0.0,21.26,0.0
"lamb, australian, imported, fresh, rib chop/rack roast, frenched, bone-in, separable lean only, trimmed to 1/8"" fat, raw",0.0,24.07,0.0
"lamb, australian, imported, fresh, seam fat, cooked",1.55,13.81,0.0
"lamb, australian, imported, fresh, seam fat, raw",0.0,15.65,0.0
"lamb, australian, imported, fresh, separable fat, cooked",0.0,9.42,0.0
"lamb, australian, imported, fresh, separable fat, raw",0.0,6.27,0.0
"lamb, australian, imported, fresh, shoulder ,blade, separable lean only, trimmed to 1/8"" fat, cooked, broiled",0.0,23.83,0.0
"lamb, australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",0.0,29.7,0.0
"lamb, australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, raw",0.0,17.06,0.0
"lamb, australian, imported, fresh, shoulder, arm, separable lean only,   trimmed to 1/8"" fat, cooked, braised",0.0,34.17,0.0
"lamb, australian, imported, fresh, shoulder, arm, separable lean only, trimmed to 1/8"" fat, raw",0.0,19.88,0.0
"lamb, australian, imported, fresh, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",0.0,21.71,0.0
"lamb, australian, imported, fresh, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, raw",0.0,16.48,0.0
"lamb, australian, imported, fresh, shoulder, blade, separable lean only, trimmed to 1/8"" fat, raw",0.0,19.1,0.0
"lamb, australian, imported, fresh, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, cooked",0.0,23.58,0.0
"lamb, australian, imported, fresh, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, raw",0.0,16.68,0.0
"lamb, australian, imported, fresh, shoulder, whole (arm and blade), separable lean only,   trimmed to 1/8"" fat, raw",0.0,19.36,0.0
"lamb, australian, imported, fresh, shoulder, whole (arm and blade), separable lean only, trimmed to 1/8"" fat, cooked",0.0,26.18,0.0
"lamb, australian, imported, fresh, tenderloin, boneless, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",0.0,30.87,0.0
"lamb, australian, imported, fresh, tenderloin, boneless, separable lean and fat, trimmed to 1/8"" fat, raw",0.0,23.23,0.0
"lamb, australian, imported, fresh, tenderloin, boneless, separable lean only, trimmed to 1/8"" fat, cooked, roasted",0.0,30.97,0.0
"lamb, australian, imported, fresh, tenderloin, boneless, separable lean only, trimmed to 1/8"" fat, raw",0.0,23.42,0.0
"lamb, new zealand, imported, intermuscular fat, cooked",0.0,8.53,0.0
"lamb, new zealand, imported, intermuscular fat, raw",1.26,4.63,0.0
"lamb, new zealand, imported, brains, cooked, soaked and fried",0.0,14.03,0.0
"lamb, new zealand, imported, brains, raw",0.0,11.33,0.0
"lamb, new zealand, imported, breast, separable lean only, cooked, braised",0.0,28.16,0.0
"lamb, new zealand, imported, breast, separable lean only, raw",1.02,18.31,0.0
"lamb, new zealand, imported, chump, boneless, separable lean only, cooked, fast roasted",0.0,23.69,0.0
"lamb, new zealand, imported, chump, boneless, separable lean only, raw",0.0,21.68,0.0
"lamb, new zealand, imported, flap, boneless, separable lean and fat, cooked, braised",0.14,20.48,0.0
"lamb, new zealand, imported, flap, boneless, separable lean and fat, raw",0.27,16.17,0.0
"lamb, new zealand, imported, flap, boneless, separable lean only, cooked, braised",0.0,27.88,0.0
"lamb, new zealand, imported, flap, boneless, separable lean only, raw",0.0,21.72,0.0
"lamb, new zealand, imported, fore-shank, separable lean and fat, cooked, braised",0.03,30.35,0.0
"lamb, new zealand, imported, fore-shank, separable lean and fat, raw",0.09,20.09,0.0
"lamb, new zealand, imported, fore-shank, separable lean only, cooked, braised",0.0,33.31,0.0
"lamb, new zealand, imported, fore-shank, separable lean only, raw",0.0,22.05,0.0
"lamb, new zealand, imported, frozen, composite of trimmed retail cuts, separable fat, cooked",0.0,9.72,0.0
"lamb, new zealand, imported, frozen, composite of trimmed retail cuts, separable fat, raw",0.0,6.92,0.0
"lamb, new zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, cooked",0.0,24.42,0.0
"lamb, new zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, raw",0.0,16.74,0.0
"lamb, new zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, cooked",0.0,25.26,0.0
"lamb, new zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, raw",0.0,17.95,0.0
"lamb, new zealand, imported, frozen, composite of trimmed retail cuts, separable lean only, cooked",0.0,29.59,0.0
"lamb, new zealand, imported, frozen, composite of trimmed retail cuts, separable lean only, raw",0.0,20.75,0.0
"lamb, new zealand, imported, frozen, foreshank, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",0.0,26.97,0.0
"lamb, new zealand, imported, frozen, foreshank, separable lean and fat, trimmed to 1/8"" fat, raw",0.0,18.04,0.0
"lamb, new zealand, imported, frozen, leg, whole (shank and sirloin), separable lean and fat, cooked, roasted",0.0,24.81,0.0
"lamb, new zealand, imported, frozen, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",0.0,25.34,0.0
"lamb, new zealand, imported, frozen, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, raw",0.0,18.76,0.0
"lamb, new zealand, imported, frozen, leg, whole (shank and sirloin), separable lean only, cooked, roasted",0.0,27.68,0.0
"lamb, new zealand, imported, frozen, loin, separable lean and fat, cooked, broiled",0.0,23.43,0.0
"lamb, new zealand, imported, frozen, loin, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",0.0,24.41,0.0
"lamb, new zealand, imported, frozen, loin, separable lean and fat, trimmed to 1/8"" fat, raw",0.0,17.18,0.0
"lamb, new zealand, imported, frozen, loin, separable lean only, cooked, broiled",0.0,29.31,0.0
"lamb, new zealand, imported, frozen, rib, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",0.0,19.86,0.0
"lamb, new zealand, imported, frozen, shoulder, whole (arm and blade), separable lean and fat, cooked, braised",0.0,28.21,0.0
"lamb, new zealand, imported, frozen, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, cooked, braised",0.0,29.43,0.0
"lamb, new zealand, imported, frozen, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, raw",0.0,17.19,0.0
"lamb, new zealand, imported, frozen, shoulder, whole (arm and blade), separable lean only, cooked, braised",0.0,34.06,0.0
"lamb, new zealand, imported, ground lamb, cooked, braised",0.0,22.6,0.0
"lamb, new zealand, imported, ground lamb, raw",0.0,20.33,0.0
"lamb, new zealand, imported, heart, cooked, soaked and simmered",0.0,26.26,0.0
"lamb, new zealand, imported, heart, raw",0.0,18.09,0.0
"lamb, new zealand, imported, hind-shank, separable lean and fat, cooked, braised",0.04,29.59,0.0
"lamb, new zealand, imported, hind-shank, separable lean and fat, raw",0.73,18.39,0.0
"lamb, new zealand, imported, hind-shank, separable lean only, cooked, braised",0.0,32.5,0.0
"lamb, new zealand, imported, hind-shank, separable lean only, raw",0.73,20.4,0.0
"lamb, new zealand, imported, kidney, cooked, soaked and fried",0.18,19.78,0.0
"lamb, new zealand, imported, kidney, raw",0.03,15.21,0.0
"lamb, new zealand, imported, leg chop/steak, bone-in, separable lean and fat, cooked, fast fried",0.04,24.26,0.0
"lamb, new zealand, imported, leg chop/steak, bone-in, separable lean and fat, raw",0.13,18.64,0.0
"lamb, new zealand, imported, leg chop/steak, bone-in, separable lean only, cooked, fast fried",0.0,26.31,0.0
"lamb, new zealand, imported, leg chop/steak, bone-in, separable lean only, raw",0.0,21.1,0.0
"lamb, new zealand, imported, liver, cooked, soaked and fried",1.48,25.8,0.0
"lamb, new zealand, imported, liver, raw",2.22,20.7,0.0
"lamb, new zealand, imported, loin chop, separable lean and fat, cooked, fast fried",0.41,21.5,0.0
"lamb, new zealand, imported, loin chop, separable lean and fat, raw",0.22,15.4,0.0
"lamb, new zealand, imported, loin chop, separable lean only, cooked, fast fried",0.41,27.43,0.0
"lamb, new zealand, imported, loin chop, separable lean only, raw",0.0,19.98,0.0
"lamb, new zealand, imported, loin saddle, separable lean and fat, cooked, fast roasted",0.1,21.13,0.0
"lamb, new zealand, imported, loin saddle, separable lean and fat, raw",0.2,16.56,0.0
"lamb, new zealand, imported, loin saddle, separable lean only, cooked, fast roasted",0.0,25.53,0.0
"lamb, new zealand, imported, loin saddle, separable lean only, raw",0.0,20.86,0.0
"lamb, new zealand, imported, loin, boneless, separable lean and fat, cooked, fast roasted",0.0,28.96,0.0
"lamb, new zealand, imported, loin, boneless, separable lean and fat, raw",0.0,21.44,0.0
"lamb, new zealand, imported, loin, boneless, separable lean only, cooked, fast roasted",0.0,28.99,0.0
"lamb, new zealand, imported, loin, boneless, separable lean only, raw",0.0,21.5,0.0
"lamb, new zealand, imported, neck chops, separable lean and fat, cooked, braised",0.03,28.53,0.0
"lamb, new zealand, imported, neck chops, separable lean and fat, raw",0.14,17.43,0.0
"lamb, new zealand, imported, neck chops, separable lean only, cooked, braised",0.0,31.4,0.0
"lamb, new zealand, imported, neck chops, separable lean only, raw",0.0,19.84,0.0
"lamb, new zealand, imported, netted shoulder, rolled, boneless, separable lean and fat, cooked, slow roasted",0.05,21.45,0.0
"lamb, new zealand, imported, netted shoulder, rolled, boneless, separable lean and fat, raw",0.2,16.9,0.0
"lamb, new zealand, imported, netted shoulder, rolled, boneless, separable lean only, cooked, slow roasted",0.0,25.14,0.0
"lamb, new zealand, imported, netted shoulder, rolled, boneless, separable lean only, raw",0.0,20.2,0.0
"lamb, new zealand, imported, rack - fully frenched, separable lean and fat, cooked, fast roasted",0.01,23.56,0.0
"lamb, new zealand, imported, rack - fully frenched, separable lean and fat, raw",0.05,19.88,0.0
"lamb, new zealand, imported, rack - fully frenched, separable lean only, cooked, fast roasted",0.0,24.39,0.0
"lamb, new zealand, imported, rack - fully frenched, separable lean only, raw",0.0,20.61,0.0
"lamb, new zealand, imported, rack - partly frenched, separable lean and fat, cooked, fast roasted",0.04,22.06,0.0
"lamb, new zealand, imported, rack - partly frenched, separable lean and fat, raw",0.13,18.12,0.0
"lamb, new zealand, imported, rack - partly frenched, separable lean only, cooked, fast roasted",0.0,24.43,0.0
"lamb, new zealand, imported, rack - partly frenched, separable lean only, raw",0.0,20.65,0.0
"lamb, new zealand, imported, square-cut shoulder chops, separable lean and fat, cooked, braised",0.05,26.79,0.0
"lamb, new zealand, imported, square-cut shoulder chops, separable lean and fat, raw",0.23,17.02,0.0
"lamb, new zealand, imported, square-cut shoulder chops, separable lean only, cooked, braised",0.0,31.06,0.0
"lamb, new zealand, imported, square-cut shoulder chops, separable lean only, raw",0.0,20.62,0.0
"lamb, new zealand, imported, square-cut shoulder, separable lean and fat, cooked, slow roasted",0.03,20.88,0.0
"lamb, new zealand, imported, square-cut shoulder, separable lean and fat, raw",0.24,16.16,0.0
"lamb, new zealand, imported, square-cut shoulder, separable lean only, cooked, slow roasted",0.0,25.08,0.0
"lamb, new zealand, imported, square-cut shoulder, separable lean only, raw",0.0,19.72,0.0
"lamb, new zealand, imported, subcutaneous fat, cooked",0.62,5.24,0.0
"lamb, new zealand, imported, subcutaneous fat, raw",0.55,3.87,0.0
"lamb, new zealand, imported, sweetbread, cooked, soaked and simmered",0.0,21.13,0.0
"lamb, new zealand, imported, sweetbread, raw",0.0,11.0,0.0
"lamb, new zealand, imported, tenderloin, separable lean and fat, cooked, fast fried",0.0,27.87,0.0
"lamb, new zealand, imported, tenderloin, separable lean and fat, raw",0.01,20.43,0.0
"lamb, new zealand, imported, tenderloin, separable lean only, cooked, fast fried",0.0,27.94,0.0
"lamb, new zealand, imported, tenderloin, separable lean only, raw",0.0,20.53,0.0
"lamb, new zealand, imported, testes, cooked, soaked and fried",0.0,21.01,0.0
"lamb, new zealand, imported, testes, raw",0.14,11.4,0.0
"lamb, new zealand, imported, tongue - swiss cut, cooked, soaked and simmered",0.86,17.51,0.0
"lamb, new zealand, imported, tongue - swiss cut, raw",0.0,14.27,0.0
"lamb, new zealand, imported, tunnel-boned leg, chump off, shank off, separable lean and fat, cooked, slow roasted",0.03,23.41,0.0
"lamb, new zealand, imported, tunnel-boned leg, chump off, shank off, separable lean and fat, raw",0.0,20.93,0.0
"lamb, new zealand, imported, tunnel-boned leg, chump off, shank off, separable lean only, cooked, slow roasted",0.0,25.29,0.0
"lamb, new zealand, imported, tunnel-boned leg, chump off, shank off, separable lean only, raw",0.0,20.93,0.0
"lamb, composite of trimmed retail cuts, separable fat, trimmed to 1/4"" fat, choice, cooked",0.0,12.16,0.0
"lamb, composite of trimmed retail cuts, separable fat, trimmed to 1/4"" fat, choice, raw",0.0,6.65,0.0
"lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, cooked",0.0,24.52,0.0
"lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, raw",0.0,16.88,0.0
"lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, cooked",0.0,25.51,0.0
"lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.0,17.54,0.0
"lamb, composite of trimmed retail cuts, separable lean only, trimmed to 1/4"" fat, choice, cooked",0.0,28.22,0.0
"lamb, composite of trimmed retail cuts, separable lean only, trimmed to 1/4"" fat, choice, raw",0.0,20.29,0.0
"lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, cooked, braised",0.0,33.69,0.0
"lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, cooked, broiled",0.0,28.08,0.0
"lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, raw",0.0,20.21,0.0
"lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",0.0,28.37,0.0
"lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, raw",0.0,18.91,0.0
"lamb, foreshank, separable lean and fat, trimmed to 1/8"" fat, choice, raw",0.0,18.91,0.0
"lamb, foreshank, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",0.0,28.37,0.0
"lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, cooked, braised",0.0,31.01,0.0
"lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, raw",0.0,21.08,0.0
"lamb, ground, cooked, broiled",0.0,24.75,0.0
"lamb, ground, raw",0.0,16.56,0.0
"lamb, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",0.0,26.41,0.0
